ICD10_diagnosis_code	trait_description	phecode	Inclusion/Exclusion	phenotype
E11.353	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3531	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3532	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3533	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3539	Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.354	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3541	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3542	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3543	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3549	Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.355	Type 2 diabetes mellitus with stable proliferative diabetic retinopathy	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3551	Type 2 diabetes with stable prolif diabetic rtnop, right eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3552	Type 2 diabetes with stable prolif diabetic rtnop, left eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3553	Type 2 diabetes with stable prolif diabetic rtnop, bilateral	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3559	Type 2 diabetes with stable prolif diabetic rtnop, unsp	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.359	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3591	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3592	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3593	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.3599	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.36	Type 2 diabetes mellitus with diabetic cataract	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.37	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.37X1	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.37X2	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.37X3	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.37X9	Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.39	Type 2 diabetes mellitus with other diabetic ophthalmic complication	250.23|250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.4	Type 2 diabetes mellitus with neurological complications	250.24	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.40	Type 2 diabetes mellitus with diabetic neuropathy, unspecified	250.24	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.41	Type 2 diabetes mellitus with diabetic mononeuropathy	250.24	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.42	Type 2 diabetes mellitus with diabetic polyneuropathy	250.24	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.43	Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy	250.24	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.44	Type 2 diabetes mellitus with diabetic amyotrophy	250.24	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.49	Type 2 diabetes mellitus with other diabetic neurological complication	250.24	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.5	Type 2 diabetes mellitus with circulatory complications	250.25	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.51	Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene	250.25	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.52	Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene	250.25	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.59	Type 2 diabetes mellitus with other circulatory complications	250.25	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.6	Type 2 diabetes mellitus with other specified complications	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.61	Type 2 diabetes mellitus with diabetic arthropathy	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.610	Type 2 diabetes mellitus with diabetic neuropathic arthropathy	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.618	Type 2 diabetes mellitus with other diabetic arthropathy	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.62	Type 2 diabetes mellitus with skin complications	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.620	Type 2 diabetes mellitus with diabetic dermatitis	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.621	Type 2 diabetes mellitus with foot ulcer	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.622	Type 2 diabetes mellitus with other skin ulcer	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.628	Type 2 diabetes mellitus with other skin complications	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.63	Type 2 diabetes mellitus with oral complications	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.630	Type 2 diabetes mellitus with periodontal disease	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.638	Type 2 diabetes mellitus with other oral complications	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.64	Type 2 diabetes mellitus with hypoglycemia	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.641	Type 2 diabetes mellitus with hypoglycemia with coma	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.649	Type 2 diabetes mellitus with hypoglycemia without coma	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.65	Type 2 diabetes mellitus with hyperglycemia	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.69	Type 2 diabetes mellitus with other specified complication	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.8	Type 2 diabetes mellitus with unspecified complications	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.9	Type 2 diabetes mellitus without complications	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E11.A	Type 2 diabetes mellitus without complications in remission	250.2	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13	Other specified diabetes mellitus	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.0	Other specified diabetes mellitus with hyperosmolarity	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.00	Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.01	Other specified diabetes mellitus with hyperosmolarity with coma	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.1	Other specified diabetes mellitus with ketoacidosis	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.10	Other specified diabetes mellitus with ketoacidosis without coma	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.11	Other specified diabetes mellitus with ketoacidosis with coma	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.2	Other specified diabetes mellitus with kidney complications	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.21	Other specified diabetes mellitus with diabetic nephropathy	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.22	Other specified diabetes mellitus with diabetic chronic kidney disease	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.29	Other specified diabetes mellitus with other diabetic kidney complication	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3	Other specified diabetes mellitus with ophthalmic complications	250	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.31	Other specified diabetes mellitus with unspecified diabetic retinopathy	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.311	Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.319	Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.32	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.321	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3211	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3212	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3213	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3219	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.329	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3291	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3292	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3293	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3299	Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.33	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.331	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3311	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3312	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3313	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3319	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.339	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3391	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3392	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3393	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3399	Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.34	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.341	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3411	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3412	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3413	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3419	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.349	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3491	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3492	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3493	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3499	Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.35	Other specified diabetes mellitus with proliferative diabetic retinopathy	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.351	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3511	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3512	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3513	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.3519	Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
E13.352	Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula	250.7	Exclusion	Type 1 diabetes (T1D)/Type 2 diabetes (T2D)
